y,x1,x2,x3,x4,x5,x6,x8,x9,x10,x11,x12,x13,x7_Q2,x7_Q3,x7_Q4
Antrophic,-0.1589640033950898,-0.343407601633286,1.7344837572599172,-1.8444859888615073,-0.19441496439698844,0.5471264463205935,0.1077006021441542,0.4207117515818083,0.8228159026385807,0.957079980214423,True,0.39770280263165503,False,False,True
OpenAI,-0.24036037073504404,0.8123122094118076,0.4252593049152617,-0.3238006233229857,-0.2766393518295163,1.5428004941842415,-0.2171507109164734,0.14486562537675637,1.2458193781946414,-0.010389036947774282,True,-0.10548312063915763,False,False,True
Antrophic,0.4020074787146796,-0.07185712475162219,0.7575217086722704,-1.4570304243697145,0.536425322691465,-0.5513699720446347,-0.09884793509035428,0.5903576308706655,-0.4060708442932193,0.24567260130687021,True,0.6525854498007161,False,True,False
Antrophic,1.349807419790111,0.7258802648249599,-1.6130230876471858,-0.5127558743147058,1.403607903245372,0.01702606986737105,0.042312816525569175,-0.3005195286896965,0.033256655810912084,0.523719339217312,True,0.8766039380928923,True,False,False
OpenAI,-0.4092436755107676,-1.1036648896489591,1.7809380071592689,0.8896348171622572,-0.5212360218991677,-0.8503507922947254,0.38468326990770424,1.7447663782519216,-0.4724711279343237,-1.392126500829687,True,0.16343130752834928,False,False,True
OpenAI,0.1724518100026534,-0.24738203259104288,-0.4583661190263577,1.4720974880677307,0.19994427446063043,-0.2207938187459139,1.2748663453377067,0.2096723571981815,2.656326523080076,-0.19911187622138984,True,0.028703909894817345,False,True,False
Antrophic,1.620268002362595,0.9874222602455104,1.1268230699176882,-1.3526252641429575,1.552649375423404,-0.5696692027068325,1.3400832273547572,0.2735393784359338,-1.1095381422357464,1.3950052109893527,True,2.001382778957133,True,False,False
OpenAI,0.4345666656411339,-0.31292433185455315,0.5194273374279861,-0.10193436545385914,0.5782216524013861,-1.4894224001568954,-2.1039120819745722,0.8586202578090204,-0.4018962439742414,-0.35969889604633154,True,0.6105206648535378,False,True,False
OpenAI,-0.774570625981223,-0.05036778630629827,-0.4929206756503923,0.742670839059226,-0.9602998898132136,-1.652375414314615,0.7985655058754242,1.0963943248061547,-0.9405259996808323,-0.16886374814329766,True,-0.959665429480918,False,False,True
Antrophic,0.3791877161913766,-1.0067073530491224,-0.25505615042606283,-1.1269775173925711,0.5419981968093628,-0.3313200220711343,-1.0627774893976802,0.33451600277610855,0.10346698628173066,0.7695818966591713,True,0.30729399304536265,False,True,False
Antrophic,0.47604054466536405,0.06521310431270058,-0.5249692551028635,-0.9787067350503162,0.6095685620443173,0.15735724437568666,-0.16143141144464201,0.005286568261906275,-1.2844498623953213,-1.3565651252747393,True,0.3201105279930101,False,True,False
Mistral,-0.4520328541973633,-0.5019686727176907,-0.34402853608046524,1.2293291999895404,-0.5909251599971727,-0.06943025746028025,-1.4497053369517816,-0.9943309054863965,-1.1556597810545421,1.7030416047819517,True,-0.5771518405684305,False,False,True
OpenAI,-0.3341604412629177,1.402732011729093,0.5091711247449494,-0.7269119421634798,-0.3860433786228847,0.6737731638408432,1.7934128892332453,-1.9373059829234767,-0.7775856303142825,-1.6545189169616976,True,-0.17341739446757173,False,False,True
Antrophic,0.3905263480995584,-1.670777464875442,-2.013966973938355,-1.2681226166192292,0.5273693822415975,-1.2451217422176666,-0.5654914310547049,0.6096306958558664,-0.2078186842148895,-0.8957161777442322,True,-0.2566819471545,False,True,False
Antrophic,0.6100486782938779,1.8671845736610646,1.5274033837871497,-0.19563100728436994,0.7837130491275743,0.5878180560223147,-0.07337168464387443,-0.5141907549932282,-1.008344656691002,0.9153916348136589,True,1.102986283373411,False,True,False
OpenAI,0.8008066216951018,0.8102868381197771,-0.5472472256036448,-0.640382797022926,1.0010343760756164,-0.21687091165703756,-0.35236581360783287,1.3074912963515255,0.35759869792028776,-0.2737984710470866,True,0.6472772208009071,False,True,False
Mistral,0.13057540438913506,0.49192357598425657,1.7178270947176955,-0.6073548504144439,0.14769201120977754,0.9136786963766339,1.4717025396032808,0.5921940824979554,-1.358400196541146,-0.910364374971291,True,0.6811754032674572,False,True,False
Antrophic,-0.8457060494770864,-0.5520368370586637,-1.0416137938745496,0.5599028266590467,-1.0634520942515255,-0.174428897980274,-0.5234751822143492,-0.08708033344112869,-0.14746094099310958,2.75813095880973,True,-1.2205055395913273,False,False,True
OpenAI,-0.020908030491737412,-0.9949310264745949,0.16199477735291848,0.8070244449143367,-0.025096959329223914,0.04529175593472429,1.2267339808236633,-0.053207688078441694,-0.8088532658099462,-0.8271698371118708,True,0.03233702827035563,False,False,True
OpenAI,-1.7831225165976154,1.385460159961294,0.19366379034610262,1.0303080939629365,-1.6085232234344282,0.5642614567615334,0.5832676922991166,-1.9953208156483466,2.3773670426995737,-0.007030933995759052,True,-1.7608296055934245,False,False,False
Mistral,-0.4561503046095802,-0.4250582421436546,1.344932193210572,1.063261630904822,-0.5888344649509284,0.4533200545982389,-0.605113542787625,0.1390924771704952,-0.41833972338123326,0.08658495000510513,True,-0.024079842564881805,False,False,True
OpenAI,-0.0412683316659528,0.1380772449629605,-1.6523685180458583,0.41004142879791966,-0.05505769408517052,0.3128122107912137,-0.21406159091403265,-0.3752221203625767,-1.6472565667572612,-1.5699164422388876,True,-0.5906414315169706,False,False,True
OpenAI,0.8368062415146834,0.6637515907134843,-0.5943989335079154,0.19332160411314522,1.0156613658783344,-0.4790792847776154,0.2649415246777813,-1.0261013235196201,-0.0007414117331522243,-0.15686411617599466,True,0.6693547467601633,False,True,False
Mistral,0.38097423297852734,0.5908121658758859,-0.16945602618872607,-0.2628367409513061,0.5113472726615825,-0.5006512542938136,-1.9003496092291365,-0.8659201296844039,-0.26622931153588475,0.15861586139164616,True,0.3366160899482926,False,True,False
OpenAI,0.3131083510110495,-0.30867836014787176,1.4885323867010596,0.1782981683699453,0.42008938167925314,0.9703978624303433,1.4537212230122012,-0.18800115664520642,1.1594172139235175,-0.27423586061688826,True,0.7922847724094342,False,True,False
Antrophic,-0.6272876174279935,0.1977018177200795,0.5793874882929502,0.33916447710107295,-0.8083641040092882,2.578385771440702,0.10124614355259559,0.014677733235685546,-0.6779447321056113,1.596681131375269,True,-0.44852575674433204,False,False,True
Mistral,-0.1657791998904814,0.6492320028075077,-0.9762379886230999,1.6705938864919738,-0.23831411007413036,-1.0992642301215911,-0.8106783362850084,0.17202718853049248,-2.123039180578643,0.5807151318425088,True,-0.49322779709982767,False,False,True
Antrophic,1.4667241140258793,0.22234869481514513,-0.7799598539663569,1.5676070215907847,1.4711646002325456,0.6047253089899751,0.1738695308726738,-0.1414919220249027,-0.44939096694421815,-0.7434274084062807,True,1.2587941692442848,True,False,False
Mistral,0.19487018643528597,1.0345159571539229,-1.388536541156828,1.8837603873729303,0.23129512289359822,0.9356535359041092,-0.06563953911519632,-0.9347688160576673,0.0379250966704049,0.34574867069092485,True,-0.2545597913775298,False,True,False
Mistral,1.4099936300369436,-1.0953110733402205,1.8893812491794575,-0.889614779051216,1.45653899702678,-0.08764370356348815,-0.8296002556362437,-0.0026249315643067594,2.027841665053545,0.8898538782199122,True,2.0197404527756957,True,False,False
OpenAI,0.3071978303545697,0.12620004090499767,-2.036713730348875,0.1797990353178936,0.42984226019704447,0.4017636497227408,0.8420609594400367,-1.6732039960565552,-0.6180025402674337,-0.9493051940114808,True,-0.35242730153010515,False,True,False
OpenAI,0.07750627177801922,-0.039414372311391326,-1.8698412315510113,1.3738168191204267,0.06826644023550006,-0.048460016597308114,2.1122180478041614,-0.4999437281248435,-1.2677561410581277,0.47641038723208934,True,-0.5390464457842458,False,True,False
OpenAI,-0.3576762240129018,0.294969649882642,-0.4153784337754703,0.1993401294410386,-0.44667028517467156,0.7028068164667884,0.49740068496320444,0.16281110345186317,0.5493242788648072,-1.1634714768197718,True,-0.5038739781525815,False,False,True
Mistral,2.0618597185679617,-0.7253196519789438,-1.3200788685056692,-0.6351078516022828,1.657811708992168,-0.13689316888522896,-0.38735410361534,-0.6321000056771892,-0.475142323764168,0.3067292585907193,True,1.703537494738479,False,False,False
